Year,Series,source,Units,Value
2019,TOT_GOV_REV,GR_G14_TAX,PCT,36.2180002111516
2020,TOT_GOV_REV,GR_G14_TAX,PCT,37.929052965003
2021,TOT_GOV_REV,GR_G14_TAX,PCT,36.7191900083837
2022,TOT_GOV_REV,GR_G14_TAX,PCT,35.9749042295364
2023,TOT_GOV_REV,GR_G14_TAX,PCT,35.4540435086686
2024,TOT_GOV_REV,GR_G14_TAX,PCT,36.8913033364468
1998,TOT_GOV_REV,GR_G14_SOC,PCT,4.28627392708066
1999,TOT_GOV_REV,GR_G14_SOC,PCT,4.11592729121647
2000,TOT_GOV_REV,GR_G14_SOC,PCT,3.71104618809126
2001,TOT_GOV_REV,GR_G14_SOC,PCT,3.47116509780774
2002,TOT_GOV_REV,GR_G14_SOC,PCT,3.68549148164705
2003,TOT_GOV_REV,GR_G14_SOC,PCT,3.13109568135189
2004,TOT_GOV_REV,GR_G14_SOC,PCT,3.44520574459025
2005,TOT_GOV_REV,GR_G14_SOC,PCT,3.97991092580309
2006,TOT_GOV_REV,GR_G14_SOC,PCT,4.34963787743672
2007,TOT_GOV_REV,GR_G14_SOC,PCT,4.91875377957889
2008,TOT_GOV_REV,GR_G14_SOC,PCT,5.40898240859639
2009,TOT_GOV_REV,GR_G14_SOC,PCT,5.55857956438025
2010,TOT_GOV_REV,GR_G14_SOC,PCT,5.48413170456452
2011,TOT_GOV_REV,GR_G14_SOC,PCT,5.50153873600642
2012,TOT_GOV_REV,GR_G14_SOC,PCT,5.6524058465806
2013,TOT_GOV_REV,GR_G14_SOC,PCT,5.38438627262799
2014,TOT_GOV_REV,GR_G14_SOC,PCT,5.20519969672512
2015,TOT_GOV_REV,GR_G14_SOC,PCT,5.32540278339204
2016,TOT_GOV_REV,GR_G14_SOC,PCT,5.57127921344162
2017,TOT_GOV_REV,GR_G14_SOC,PCT,5.65838288356965
2018,TOT_GOV_REV,GR_G14_SOC,PCT,6.0174424379681
2019,TOT_GOV_REV,GR_G14_SOC,PCT,6.34877646853612
2020,TOT_GOV_REV,GR_G14_SOC,PCT,6.68591477572683
2021,TOT_GOV_REV,GR_G14_SOC,PCT,6.2795846858273
2022,TOT_GOV_REV,GR_G14_SOC,PCT,5.97451332968494
2023,TOT_GOV_REV,GR_G14_SOC,PCT,5.93955902381566
2024,TOT_GOV_REV,GR_G14_SOC,PCT,5.88235294117647
1998,TOT_GOV_REV,GR_G14_GRA,PCT,15.2615637807827
1999,TOT_GOV_REV,GR_G14_GRA,PCT,14.8133229693657
2000,TOT_GOV_REV,GR_G14_GRA,PCT,13.866445337136
2001,TOT_GOV_REV,GR_G14_GRA,PCT,12.7059825613305
2002,TOT_GOV_REV,GR_G14_GRA,PCT,8.45738914220434
2003,TOT_GOV_REV,GR_G14_GRA,PCT,8.60644053647049
2004,TOT_GOV_REV,GR_G14_GRA,PCT,8.54080006193628
2005,TOT_GOV_REV,GR_G14_GRA,PCT,8.32816204870653
2006,TOT_GOV_REV,GR_G14_GRA,PCT,7.41049321176461
2007,TOT_GOV_REV,GR_G14_GRA,PCT,7.20033586221521
2008,TOT_GOV_REV,GR_G14_GRA,PCT,7.26404765356043
2009,TOT_GOV_REV,GR_G14_GRA,PCT,7.62299488987643
2010,TOT_GOV_REV,GR_G14_GRA,PCT,7.17398564151836
2011,TOT_GOV_REV,GR_G14_GRA,PCT,7.05346300343428
2012,TOT_GOV_REV,GR_G14_GRA,PCT,6.79014551015328
2013,TOT_GOV_REV,GR_G14_GRA,PCT,6.36914594433597
2014,TOT_GOV_REV,GR_G14_GRA,PCT,6.09987944212097
2015,TOT_GOV_REV,GR_G14_GRA,PCT,6.02128622163192
2016,TOT_GOV_REV,GR_G14_GRA,PCT,5.32107199205838
2017,TOT_GOV_REV,GR_G14_GRA,PCT,5.36815561315241
2018,TOT_GOV_REV,GR_G14_GRA,PCT,5.06613770188927
2019,TOT_GOV_REV,GR_G14_GRA,PCT,4.80122053862008
2020,TOT_GOV_REV,GR_G14_GRA,PCT,4.79253764360164
2021,TOT_GOV_REV,GR_G14_GRA,PCT,4.6343852189428
2022,TOT_GOV_REV,GR_G14_GRA,PCT,4.24804392541631
2023,TOT_GOV_REV,GR_G14_GRA,PCT,3.92939963926823
2024,TOT_GOV_REV,GR_G14_GRA,PCT,3.90474861234875
1998,TOT_GOV_REV,GR_G14_OTH,PCT,20.6820784038256
1999,TOT_GOV_REV,GR_G14_OTH,PCT,8.04291193593492
2000,TOT_GOV_REV,GR_G14_OTH,PCT,8.09144744713411
2001,TOT_GOV_REV,GR_G14_OTH,PCT,7.98638646742676
2002,TOT_GOV_REV,GR_G14_OTH,PCT,8.04685761684796
2003,TOT_GOV_REV,GR_G14_OTH,PCT,7.99604776487473
2004,TOT_GOV_REV,GR_G14_OTH,PCT,7.33424348701273
2005,TOT_GOV_REV,GR_G14_OTH,PCT,7.61990958969014
2006,TOT_GOV_REV,GR_G14_OTH,PCT,7.30943478043455
2007,TOT_GOV_REV,GR_G14_OTH,PCT,6.84124146895051
2008,TOT_GOV_REV,GR_G14_OTH,PCT,7.93010377588883
2009,TOT_GOV_REV,GR_G14_OTH,PCT,7.7926799470302
2010,TOT_GOV_REV,GR_G14_OTH,PCT,6.16194030135273
2011,TOT_GOV_REV,GR_G14_OTH,PCT,7.22630447645808
2012,TOT_GOV_REV,GR_G14_OTH,PCT,6.31202739784487
2013,TOT_GOV_REV,GR_G14_OTH,PCT,6.82739904689413
2014,TOT_GOV_REV,GR_G14_OTH,PCT,5.96324575659745
2015,TOT_GOV_REV,GR_G14_OTH,PCT,5.48012857307848
2016,TOT_GOV_REV,GR_G14_OTH,PCT,6.15045117276193
2017,TOT_GOV_REV,GR_G14_OTH,PCT,7.2013417695787
2018,TOT_GOV_REV,GR_G14_OTH,PCT,8.54760566779904
2019,TOT_GOV_REV,GR_G14_OTH,PCT,6.70608025595241
2020,TOT_GOV_REV,GR_G14_OTH,PCT,6.14991891967652
2021,TOT_GOV_REV,GR_G14_OTH,PCT,7.35555437563146
2022,TOT_GOV_REV,GR_G14_OTH,PCT,6.59395435462435
2023,TOT_GOV_REV,GR_G14_OTH,PCT,6.96322744506202
2024,TOT_GOV_REV,GR_G14_OTH,PCT,6.44063429350568
